Entity 1;Entity 2;KG - Cosine Similarity;Label
http://purl.obolibrary.org/obo/959;http://purl.obolibrary.org/obo/C1140680;0.0027868311322298677;0
http://purl.obolibrary.org/obo/6775;http://purl.obolibrary.org/obo/C0035334;-0.0688665614830527;0
http://purl.obolibrary.org/obo/8036;http://purl.obolibrary.org/obo/C0587248;-0.06767583450698925;1
http://purl.obolibrary.org/obo/3149;http://purl.obolibrary.org/obo/C3806742;-0.03138713775763015;1
http://purl.obolibrary.org/obo/4645;http://purl.obolibrary.org/obo/C0015625;0.041903220761613874;0
http://purl.obolibrary.org/obo/115650;http://purl.obolibrary.org/obo/C3150739;0.0001550243684558146;1
http://purl.obolibrary.org/obo/4771;http://purl.obolibrary.org/obo/C1136042;-0.03941472905429826;1
http://purl.obolibrary.org/obo/217;http://purl.obolibrary.org/obo/C2674838;-0.0593474081587911;1
http://purl.obolibrary.org/obo/79796;http://purl.obolibrary.org/obo/C0266484;-0.06647632940438102;0
http://purl.obolibrary.org/obo/6229;http://purl.obolibrary.org/obo/C1527404;0.021876447923609526;0
http://purl.obolibrary.org/obo/4524;http://purl.obolibrary.org/obo/C0276496;0.07419965013764092;1
http://purl.obolibrary.org/obo/4633;http://purl.obolibrary.org/obo/C0028754;0.09215266647220983;0
http://purl.obolibrary.org/obo/6224;http://purl.obolibrary.org/obo/C1112155;-0.047590760690966086;1
http://purl.obolibrary.org/obo/91147;http://purl.obolibrary.org/obo/C2673874;-0.014424651456604506;1
http://purl.obolibrary.org/obo/6647;http://purl.obolibrary.org/obo/C1868619;-0.030207631682897217;0
http://purl.obolibrary.org/obo/3717;http://purl.obolibrary.org/obo/C1961102;-0.08251106285718968;1
http://purl.obolibrary.org/obo/857;http://purl.obolibrary.org/obo/C3807567;-0.12446308445962516;1
http://purl.obolibrary.org/obo/668;http://purl.obolibrary.org/obo/C0009402;0.0058422662968449675;1
http://purl.obolibrary.org/obo/3559;http://purl.obolibrary.org/obo/C0010346;0.019465505609694036;1
http://purl.obolibrary.org/obo/92482;http://purl.obolibrary.org/obo/C3806174;-0.029499695115352963;1
http://purl.obolibrary.org/obo/9469;http://purl.obolibrary.org/obo/C0432272;-0.08658698066803487;1
http://purl.obolibrary.org/obo/54806;http://purl.obolibrary.org/obo/C0004352;-0.0750031640207247;1
http://purl.obolibrary.org/obo/9469;http://purl.obolibrary.org/obo/C0022650;-0.06934758877200535;0
http://purl.obolibrary.org/obo/3730;http://purl.obolibrary.org/obo/C1563720;0.15480972241187427;1
http://purl.obolibrary.org/obo/7043;http://purl.obolibrary.org/obo/C1860789;0.023136010959350372;0
http://purl.obolibrary.org/obo/4524;http://purl.obolibrary.org/obo/C1862102;0.0312888124539905;0
http://purl.obolibrary.org/obo/7431;http://purl.obolibrary.org/obo/C0345967;-0.009552483419622311;1
http://purl.obolibrary.org/obo/51085;http://purl.obolibrary.org/obo/C0752122;-0.04949622285005723;0
http://purl.obolibrary.org/obo/1352;http://purl.obolibrary.org/obo/C0023264;-0.08199693932338048;1
http://purl.obolibrary.org/obo/6804;http://purl.obolibrary.org/obo/C0029456;0.04759790463975968;0
http://purl.obolibrary.org/obo/1278;http://purl.obolibrary.org/obo/C1834558;0.12135874745246207;0
http://purl.obolibrary.org/obo/210;http://purl.obolibrary.org/obo/C0009402;0.052040203207667335;0
http://purl.obolibrary.org/obo/673;http://purl.obolibrary.org/obo/C0345967;0.011812610110433244;0
http://purl.obolibrary.org/obo/581;http://purl.obolibrary.org/obo/C0006142;0.0016772317384552583;1
http://purl.obolibrary.org/obo/4780;http://purl.obolibrary.org/obo/C4552079;0.053848671898163114;1
http://purl.obolibrary.org/obo/23476;http://purl.obolibrary.org/obo/C2239176;-0.1594960117109068;0
http://purl.obolibrary.org/obo/267012;http://purl.obolibrary.org/obo/C1708349;-0.07288932072269731;0
http://purl.obolibrary.org/obo/5591;http://purl.obolibrary.org/obo/C0009402;-0.11398675378026976;0
http://purl.obolibrary.org/obo/6948;http://purl.obolibrary.org/obo/C0279626;0.024576402004191294;1
http://purl.obolibrary.org/obo/59341;http://purl.obolibrary.org/obo/C3541456;-0.11157616439384725;1
http://purl.obolibrary.org/obo/8314;http://purl.obolibrary.org/obo/C0279702;0.005378163037558333;0
http://purl.obolibrary.org/obo/7531;http://purl.obolibrary.org/obo/C4284790;0.05371305736434083;0
http://purl.obolibrary.org/obo/7358;http://purl.obolibrary.org/obo/C0345904;-0.06706461263760481;1
http://purl.obolibrary.org/obo/3559;http://purl.obolibrary.org/obo/C0345967;0.039288117673314624;1
http://purl.obolibrary.org/obo/916;http://purl.obolibrary.org/obo/C0006142;-0.06009943886625793;0
http://purl.obolibrary.org/obo/6654;http://purl.obolibrary.org/obo/C4551957;-0.0003548487822221803;0
http://purl.obolibrary.org/obo/238;http://purl.obolibrary.org/obo/C0699791;0.04603420843898919;0
http://purl.obolibrary.org/obo/1956;http://purl.obolibrary.org/obo/C0279626;-0.06577081536167595;1
http://purl.obolibrary.org/obo/773;http://purl.obolibrary.org/obo/C0752125;-0.06167841696473521;1
http://purl.obolibrary.org/obo/3356;http://purl.obolibrary.org/obo/C0002312;-0.03491232287627798;0
http://purl.obolibrary.org/obo/1759;http://purl.obolibrary.org/obo/C3489396;0.016401002220158414;0
http://purl.obolibrary.org/obo/10319;http://purl.obolibrary.org/obo/C1148551;0.05856482284041446;0
http://purl.obolibrary.org/obo/7068;http://purl.obolibrary.org/obo/C3489796;-0.03197457661626061;1
http://purl.obolibrary.org/obo/4893;http://purl.obolibrary.org/obo/C0023473;0.002520933150301716;1
http://purl.obolibrary.org/obo/857;http://purl.obolibrary.org/obo/C1708349;-0.022039809635399643;1
http://purl.obolibrary.org/obo/2876;http://purl.obolibrary.org/obo/C0006142;-0.00702959641436797;1
http://purl.obolibrary.org/obo/2067;http://purl.obolibrary.org/obo/C0043346;-0.09901513961131819;1
http://purl.obolibrary.org/obo/2916;http://purl.obolibrary.org/obo/C1848172;-0.03667496367630641;1
http://purl.obolibrary.org/obo/5443;http://purl.obolibrary.org/obo/C0029459;-0.04043413139082483;1
http://purl.obolibrary.org/obo/4893;http://purl.obolibrary.org/obo/C0175704;0.0127117923996104;1
http://purl.obolibrary.org/obo/30011;http://purl.obolibrary.org/obo/C0035334;-0.1093166148469423;0
http://purl.obolibrary.org/obo/27019;http://purl.obolibrary.org/obo/C0345904;-0.07772065142375703;0
http://purl.obolibrary.org/obo/283652;http://purl.obolibrary.org/obo/C0036341;-0.06758460269932386;0
http://purl.obolibrary.org/obo/6389;http://purl.obolibrary.org/obo/C1449563;-0.0024987028654202513;1
http://purl.obolibrary.org/obo/55784;http://purl.obolibrary.org/obo/C0007131;-0.10664714135683334;0
http://purl.obolibrary.org/obo/3350;http://purl.obolibrary.org/obo/C0036341;0.041710696033102464;1
http://purl.obolibrary.org/obo/7007;http://purl.obolibrary.org/obo/C1863655;0.018990152479190184;1
http://purl.obolibrary.org/obo/825;http://purl.obolibrary.org/obo/C0036341;-0.015389033917037359;0
http://purl.obolibrary.org/obo/590;http://purl.obolibrary.org/obo/C0006142;0.12145504941521425;1
http://purl.obolibrary.org/obo/6224;http://purl.obolibrary.org/obo/C0279626;-0.07417045360522678;0
http://purl.obolibrary.org/obo/18;http://purl.obolibrary.org/obo/C0279626;-0.045491401453259105;0
http://purl.obolibrary.org/obo/3791;http://purl.obolibrary.org/obo/C0032897;0.012204570545504702;0
http://purl.obolibrary.org/obo/721;http://purl.obolibrary.org/obo/C0028754;0.017875243036221334;0
http://purl.obolibrary.org/obo/2780;http://purl.obolibrary.org/obo/C1841721;0.05520449651997528;1
http://purl.obolibrary.org/obo/10653;http://purl.obolibrary.org/obo/C0155299;0.00933507545285621;1
http://purl.obolibrary.org/obo/55280;http://purl.obolibrary.org/obo/C0752121;-0.11166412356860266;1
http://purl.obolibrary.org/obo/5604;http://purl.obolibrary.org/obo/C4722327;-0.09037675406628819;1
http://purl.obolibrary.org/obo/3670;http://purl.obolibrary.org/obo/C0005684;-0.017478323574628928;1
http://purl.obolibrary.org/obo/6389;http://purl.obolibrary.org/obo/C4721952;-0.07739516281791133;0
http://purl.obolibrary.org/obo/9820;http://purl.obolibrary.org/obo/C0279702;0.0049757099095821475;1
http://purl.obolibrary.org/obo/472;http://purl.obolibrary.org/obo/C0004352;-0.04671867751191971;0
http://purl.obolibrary.org/obo/9420;http://purl.obolibrary.org/obo/C0024117;-0.15175506191821692;0
http://purl.obolibrary.org/obo/51475;http://purl.obolibrary.org/obo/C2239176;0.0674571614237256;0
http://purl.obolibrary.org/obo/23426;http://purl.obolibrary.org/obo/C1843181;-0.06579746770411754;0
http://purl.obolibrary.org/obo/3481;http://purl.obolibrary.org/obo/C0028754;-0.035663719341810125;1
http://purl.obolibrary.org/obo/4968;http://purl.obolibrary.org/obo/C0028754;0.0024410761648833166;1
http://purl.obolibrary.org/obo/207;http://purl.obolibrary.org/obo/C1866398;-0.010962020488359838;1
http://purl.obolibrary.org/obo/4920;http://purl.obolibrary.org/obo/C4551475;0.06568288195438764;1
http://purl.obolibrary.org/obo/54968;http://purl.obolibrary.org/obo/C1266127;-0.006704858345724143;0
http://purl.obolibrary.org/obo/55120;http://purl.obolibrary.org/obo/C0036341;0.024826793649183783;0
http://purl.obolibrary.org/obo/6010;http://purl.obolibrary.org/obo/C3495587;-0.008771035680174214;1
http://purl.obolibrary.org/obo/1630;http://purl.obolibrary.org/obo/C0036341;0.02011583294105315;1
http://purl.obolibrary.org/obo/4128;http://purl.obolibrary.org/obo/C0001973;-0.012941777441866725;1
http://purl.obolibrary.org/obo/3630;http://purl.obolibrary.org/obo/C1449843;-0.0889556731138269;0
http://purl.obolibrary.org/obo/2147;http://purl.obolibrary.org/obo/C2697932;-0.061238455233973706;0
http://purl.obolibrary.org/obo/7018;http://purl.obolibrary.org/obo/C4721509;0.0011110126110742873;0
http://purl.obolibrary.org/obo/5191;http://purl.obolibrary.org/obo/C4048328;-0.05045789138899722;0
http://purl.obolibrary.org/obo/7222;http://purl.obolibrary.org/obo/C1837615;-0.06682475949689176;0
http://purl.obolibrary.org/obo/51185;http://purl.obolibrary.org/obo/C0026764;-0.06040429796839502;1
http://purl.obolibrary.org/obo/54790;http://purl.obolibrary.org/obo/C0001973;-0.01784943301951134;0
http://purl.obolibrary.org/obo/5290;http://purl.obolibrary.org/obo/C0279702;-0.026191906312110547;1
http://purl.obolibrary.org/obo/5741;http://purl.obolibrary.org/obo/C1567742;-0.06595138727194153;0
http://purl.obolibrary.org/obo/6887;http://purl.obolibrary.org/obo/C1858679;0.0030266272351380007;0
http://purl.obolibrary.org/obo/1548;http://purl.obolibrary.org/obo/C0750384;0.012746461328190111;1
http://purl.obolibrary.org/obo/1956;http://purl.obolibrary.org/obo/C0018054;-0.077128244816952;0
http://purl.obolibrary.org/obo/9343;http://purl.obolibrary.org/obo/C0152423;0.024817470012873027;1
http://purl.obolibrary.org/obo/356;http://purl.obolibrary.org/obo/C0684249;0.16660599064661863;0
http://purl.obolibrary.org/obo/79577;http://purl.obolibrary.org/obo/C0001973;-0.1491670380020815;0
