Entity A;Entity B;;
23495;C1449843;;
4547;C1303073;;
472;C1708349;;
7450;C0376358;;
3690;C0345050;;
2200;C0027708;;
51185;C0345967;;
9935;C1850600;;
11274;C3489724;;
5241;C0022336;;
3123;C0003873;;
27077;C3179349;;
593;C0268569;;
7351;C1864827;;
6638;C0004352;;
203286;C1510586;;
5311;C0085413;;
4128;C0031511;;
1180;C0006142;;
5160;C0376358;;
10397;C0376358;;
285440;C0035334;;
7841;C0162309;;
26154;C1708349;;
55800;C4551804;;
10683;C0004352;;
3115;C0036202;;
23152;C0752124;;
3107;C0036341;;
7043;C1854182;;
55835;C3888212;;
4853;C0023467;;
7498;C0004352;;
23400;C0036341;;
10087;C0037889;;
8379;C1336708;;
4998;C0028326;;
59344;C0239849;;
675;C0025149;;
3845;C1631597;;
7124;C0028754;;
65217;C1848640;;
1908;C0026654;;
81704;C0027819;;
59344;C0887850;;
8802;C1968689;;
7516;C1867234;;
1806;C0279626;;
207;C1866398;;
5604;C0002395;;
118429;C0376358;;
27232;C4552100;;
57514;C2931779;;
5698;C1850568;;
2099;C0345904;;
1950;C0006142;;
1794;C0279628;;
54870;C0019569;;
6218;C0016667;;
5193;C0035334;;
7167;C0029456;;
54487;C4310786;;
27077;C0006142;;
4306;C1510586;;
23152;C0001973;;
3476;C0268390;;
2077;C0010278;;
6866;C3489396;;
79848;C3810212;;
2475;C3463824;;
4001;C4721541;;
6785;C0206686;;
5447;C0005684;;
84667;C1956097;;
2303;C2931891;;
29072;C0028326;;
89891;C0149931;;
118429;C4551720;;
5002;C0751883;;
2779;C1848172;;
8915;C1140680;;
5309;C1862839;;
84823;C2749757;;
4625;C0006142;;
84695;C2020284;;
5922;C1275081;;
1499;C0751291;;
1013;C0175702;;
5582;C0751291;;
55120;C0476089;;
5336;C2700553;;
348;C0019202;;
22808;C1850597;;
6591;C0006142;;
64218;C1333991;;
1535;C0018203;;
4853;C4310619;;
27040;C1862941;;
8036;C0238198;;
158326;C0265534;;
3356;C0001973;;
4486;C1837549;;
30061;C2931082;;
2188;C0035934;;
84515;C0085215;;
755;C0543859;;
79188;C1846707;;
1495;C1333991;;
5378;C1140680;;
79867;C3714506;;
2188;C3469526;;
23397;C2239176;;
2984;C0009402;;
6654;C0041409;;
29968;C3661523;;
10641;C0036341;;
8737;C0009447;;
9082;C1839071;;
4261;C1859534;;
51008;C1276035;;
3161;C1846784;;
4594;C1855115;;
3586;C0175778;;
8787;C0036341;;
1621;C0036920;;
2778;C0027819;;
57190;C0410203;;
55967;C0345967;;
3090;C0025149;;
55670;C3550693;;
5111;C1306589;;
1284;C0796250;;
2554;C0036341;;
8675;C1449842;;
57410;C0752121;;
650;C0036341;;
4625;C0238288;;
5925;C3151784;;
54968;C0376358;;
5792;C4014918;;
3162;C1846707;;
2100;C0009402;;
9378;C1449563;;
5741;C0029456;;
51083;C0265534;;
2969;C1510586;;
7273;C1854336;;
4615;C0036341;;
1120;C0279626;;
191;C0036341;;
182;C0376358;;
9474;C0036341;;
7039;C0003873;;
617;C0410207;;
6862;C1867450;;
176;C0003873;;
2799;C0086649;;
4728;C0023264;;
4312;C0009402;;
2876;C0398747;;
4864;C1140680;;
8481;C0265251;;
3586;C4552079;;
9935;C0994516;;
3479;C1867146;;
79876;C0752120;;
1471;C0025286;;
5149;C0279702;;
22808;C3501846;;
7291;C4552092;;
5245;C1866422;;
6495;C0011854;;
4351;C0410203;;
3785;C0036341;;
9451;C1855369;;
779;C0023264;;
335;C0751208;;
10126;C2936826;;
6948;C0026764;;
3752;C4551804;;
6513;C2239176;;
5605;C0587248;;
1508;C1862939;;
4524;C0376358;;
3350;C1708349;;
6855;C0024305;;
23322;C0017924;;
9131;C3179349;;
3290;C0028754;;
22907;C0376358;;
3972;C0020514;;
4204;C0268490;;
1282;C3714873;;
3991;C1720861;;
7157;C1720860;;
6532;C4316787;;
146057;C0001973;;
412;C0028754;;
27089;C0023264;;
80184;C1868675;;
71;C0029459;;
7124;C0002893;;
2177;C0036391;;
51204;C4225160;;
4524;C1858991;;
3667;C2931891;;
1141;C0038644;;
5788;C0003873;;
916;C0001973;;
95681;C0026764;;
7037;C0349639;;
59341;C1303073;;
79731;C1850598;;
54499;C0339573;;
1508;C0001973;;
51567;C4317295;;
1352;C0023264;;
57817;C0019025;;
5582;C0752125;;
10320;C0019025;;
4318;C0036341;;
5052;C1836373;;
2260;C1563719;;
150094;C4552072;;
3557;C1708349;;
238;C0152013;;
2255;C0152423;;
1497;C4316899;;
1723;C0002875;;
729920;C0006413;;
5328;C0038454;;
6908;C0917800;;
5444;C1862939;;
5052;C0010417;;
7841;C0079301;;
1785;C0752123;;
10280;C0002736;;
5444;C0004352;;
199857;C0006142;;
23431;C3151056;;
2778;C1961102;;
5885;C1853099;;
134430;C0011854;;
5332;C0002736;;
1605;C1836373;;
2296;C0342735;;
23607;C0004763;;
1356;C3837958;;
54332;C0007131;;
3123;C0752125;;
57192;C4011974;;
5892;C0346153;;
1605;C0032914;;
3586;C2936862;;
6774;C1800706;;
2895;C0752125;;
6532;C0038644;;
10733;C4015388;;
2683;C0752122;;
22995;C4551720;;
23474;C1850597;;
2206;C0020523;;
345895;C4551720;;
23152;C0752123;;
100131801;C0268237;;
134430;C0001973;;
11231;C4310769;;
191;C0019202;;
53834;C1956097;;
4093;C3714844;;
3458;C2239176;;
5727;C0009402;;
6469;C0752121;;
51204;C0013366;;
1019;C1168401;;
9508;C1868675;;
10765;C1563720;;
285203;C2931779;;
84314;C3714506;;
2202;C0345967;;
3067;C0543859;;
3553;C0917796;;
54982;C2936739;;
2158;C0566602;;
815;C0019202;;
5744;C0270912;;
861;C0003873;;
7056;C1956258;;
288;C0033300;;
57545;C3179349;;
1890;C3501846;;
773;C0410174;;
2056;C0018818;;
254065;C0022521;;
3458;C0030421;;
25978;C3837958;;
23405;C0279626;;
2624;C0546264;;
102;C0002395;;
4722;C1850600;;
2898;C4552070;;
5091;C0006413;;
1312;C0031511;;
54487;C0795907;;
3949;C1862939;;
2592;C0751161;;
4625;C1567742;;
23111;C0013264;;
2064;C1961835;;
3265;C0343073;;
5160;C1850600;;
4750;C0036069;;
6938;C0004352;;
79718;C0152423;;
2820;C0011860;;
201163;C2931246;;
79813;C1850600;;
64135;C0024141;;
6678;C1140680;;
50945;C0024141;;
7249;C0007959;;
2187;C0015625;;
23171;C1837615;;
79577;C0025149;;
22926;C2675767;;
2771;C1850362;;
596;C0025237;;
3858;C0265334;;
3077;C0007131;;
5925;C0038325;;
287;C1275081;;
55217;C0036341;;
5573;C1864846;;
9152;C0751122;;
9948;C0279628;;
59341;C0007959;;
4318;C0024796;;
7222;C0086649;;
2176;C0005684;;
9180;C0268560;;
54894;C0009402;;
3483;C2239176;;
3026;C0751084;;
8864;C0042487;;
4968;C0376358;;
1814;C0376358;;
6820;C0036341;;
6786;C0004352;;
55788;C0699791;;
56729;C0524620;;
208;C0235974;;
2778;C1708349;;
2100;C1841621;;
5194;C4478372;;
51761;C4551552;;
4929;C3160718;;
60506;C0339535;;
4311;C0154682;;
10397;C0149925;;
287;C1142166;;
1909;C0038454;;
1278;C4551623;;
3067;C0476089;;
2705;C2239176;;
4292;C1140680;;
6591;C1837203;;
9863;C4539896;;
201163;C0345904;;
6657;C4049005;;
1786;C0020075;;
65217;C0006142;;
5147;C3810278;;
3815;C3809431;;
3908;C2239176;;
8200;C3714899;;
6908;C3160718;;
668;C1862264;;
7305;C1857316;;
6536;C0036341;;
10472;C3808184;;
5618;C1868569;;
596;C0009402;;
2784;C1168401;;
55764;C2676678;;
23093;C0376358;;
7099;C2750815;;
1535;C0003076;;
207;C0428791;;
5914;C1956258;;
7157;C0023264;;
3123;C3837958;;
2516;C1850600;;
567;C0342573;;
29968;C4551478;;
3909;C0268374;;
5156;C0206141;;
3586;C0279702;;
5781;C3160733;;
7275;C0001973;;
6591;C4551957;;
57545;C0238198;;
857;C3714844;;
10021;C2748542;;
348;C0036341;;
6716;C0001973;;
55870;C0345904;;
847;C0006142;;
1629;C1621920;;
6336;C0752120;;
51300;C4748838;;
5728;C1858991;;
4306;C1449563;;
5995;C0035334;;
7874;C0005684;;
5468;C0002736;;
64218;C2936783;;
675;C0007131;;
4214;C0376358;;
3845;C0087031;;
55165;C1510586;;
55764;C0010278;;
2064;C0036341;;
1736;C4225356;;
5054;C0032914;;
2138;C2675897;;
6804;C1704417;;
6016;C1527404;;
8626;C0009402;;
471;C0029459;;
57054;C1839071;;
3587;C0009324;;
7280;C0751254;;
11274;C0796126;;
79583;C0238198;;
10459;C0023467;;
4312;C1845987;;
10683;C4551479;;
3000;C0344297;;
85365;C1842836;;
27086;C0087031;;
2303;C0235833;;
2033;C0009402;;
2645;C0751383;;
8289;C3553247;;
3624;C0032914;;
595;C4048328;;
4695;C0752120;;
5443;C1857854;;
3569;C1140680;;
3569;C1449563;;
2072;C0342573;;
846;C1961102;;
1297;C2675767;;
6794;C0152013;;
8560;C1168401;;
23405;C1838644;;
4625;C3281128;;
6391;C4012268;;
64327;C1861098;;
5156;C0025149;;
4792;C0019829;;
27086;C1510586;;
401474;C1275081;;
23418;C0154832;;
23040;C0751291;;
9948;C0087031;;
659;C1853099;;
6622;C1854182;;
79813;C2936783;;
1286;C4707243;;
50939;C0376358;;
3119;C0004114;;
212;C4551902;;
1053;C0005684;;
84976;C0238198;;
5015;C1861194;;
51256;C1260899;;
51524;C0431399;;
3418;C0087031;;
2876;C1563720;;
139411;C0795888;;
23556;C3150751;;
1798;C0751884;;
2516;C1858278;;
440193;C1961102;;
7015;C0006142;;
1806;C0004352;;
3784;C0011860;;
3918;C3179349;;
29893;C0004903;;
11200;C0346153;;
208;C1260899;;
1180;C3714506;;
1188;C2239176;;
51567;C0796012;;
501;C0009363;;
5915;C4048328;;
8915;C0079770;;
10459;C3463824;;
55703;C0004352;;
5105;C2239176;;
7037;C2239176;;
1741;C0036341;;
7421;C0029459;;
10112;C2239176;;
57538;C4748014;;
6334;C0019202;;
7353;C0036341;;
94;C4551861;;
23040;C4225296;;
203228;C0008924;;
57410;C1961102;;
1497;C0025149;;
4318;C2239176;;
5621;C0751781;;
7054;C0001973;;
11200;C2936783;;
5582;C0027819;;
5290;C0079295;;
3745;C0036341;;
11154;C0038325;;
3458;C0024141;;
55764;C0009402;;
55636;C0265534;;
116150;C1855304;;
3290;C4551479;;
186;C1708349;;
4312;C0006142;;
4998;C0342687;;
22880;C0270911;;
3561;C0432272;;
7473;C4012268;;
5921;C0264886;;
240;C1869114;;
5727;C3809482;;
7517;C0004352;;
51741;C0152426;;
1588;C0009402;;
1312;C0376358;;
1436;C0011854;;
3559;C1142166;;
596;C4551479;;
4072;C0410174;;
6654;C0002736;;
51567;C0752123;;
9533;C0242387;;
27077;C0752120;;
8314;C0345904;;
1493;C0677607;;
4313;C2239176;;
5728;C0265326;;
240;C1708349;;
54463;C1142166;;
3569;C0001973;;
4771;C1136043;;
1742;C0752122;;
240;C0235974;;
84667;C0004352;;
6714;C0026654;;
191;C0268621;;
3553;C0751779;;
23400;C1855425;;
55812;C2751780;;
7248;C0004352;;
84340;C2931891;;
717;C0024141;;
84231;C0025286;;
1947;C4551902;;
25861;C3463824;;
5530;C0019202;;
7040;C0038454;;
5195;C1864849;;
353;C0006142;;
100;C0220744;;
4072;C2750471;;
5828;C3550693;;
1030;C3463824;;
4222;C1333990;;
204;C4721952;;
948;C1449563;;
6505;C0036341;;
1371;C1961102;;
83706;C0008924;;
59;C1836023;;
10491;C0036341;;
6347;C0005684;;
11274;C0023467;;
1644;C1868675;;
5500;C0028326;;
8738;C0751036;;
10804;C0339573;;
7453;C3501844;;
6514;C2239176;;
2248;C0028754;;
54982;C0752122;;
2077;C0030044;;
4609;C0023467;;
54795;C0376358;;
2200;C0265313;;
2560;C0036341;;
23476;C0334082;;
284403;C2239176;;
596;C0026764;;
3667;C0376358;;
6925;C3203102;;
9126;C0036341;;
29851;C3149378;;
596;C2673497;;
3572;C0009324;;
6916;C0403440;;
51204;C1850597;;
1352;C1510586;;
7518;C0018553;;
3764;C4551804;;
2736;C0023487;;
64446;C0087031;;
2294;C2239176;;
6790;C0025149;;
81603;C1865349;;
5979;C0019569;;
2316;C4551479;;
7431;C0028754;;
55764;C0038454;;
3481;C0004352;;
627;C0004352;;
5376;C1333990;;
9076;C0079136;;
122553;C0023264;;
2475;C0279702;;
3553;C0162670;;
1476;C0279626;;
79955;C2931213;;
1123;C0751084;;
60482;C4722327;;
1806;C0041341;;
50939;C0009402;;
5148;C1969343;;
4609;C3468041;;
1586;C4048328;;
2052;C1621958;;
51741;C1708349;;
4158;C0342482;;
472;C0032463;;
57152;C0023467;;
604;C0270912;;
57538;C3203102;;
4548;C1846545;;
348;C1847200;;
2294;C4048328;;
7148;C0752124;;
5885;C1802395;;
80207;C0338508;;
85365;C0376358;;
815;C0001973;;
2741;C0008312;;
3265;C3501846;;
26160;C0042487;;
5795;C0004114;;
729238;C3809427;;
6657;C0011860;;
5972;C0001973;;
4222;C0345967;;
10715;C0086650;;
8289;C3888308;;
7040;C0029458;;
1107;C4722327;;
1476;C1168401;;
242;C3536797;;
1496;C4748540;;
2811;C2713537;;
650;C4551902;;
9968;C0019569;;
6324;C4551804;;
8604;C0004352;;
10125;C0024141;;
999;C0009324;;
55788;C0009324;;
7054;C2239176;;
1026;C0005684;;
95681;C4551482;;
4359;C0079301;;
7157;C3463824;;
4313;C0279702;;
959;C0002736;;
3162;C0011860;;
59344;C4551630;;
5309;C4551992;;
6657;C0279626;;
4534;C3645536;;
50814;C1168401;;
9759;C1621920;;
4026;C0023467;;
4724;C1850598;;
103;C3489725;;
7051;C3543867;;
4846;C1708349;;
6391;C0152013;;
778;C0339535;;
85476;C0023264;;
790;C0752124;;
7507;C0345904;;
3339;C0025237;;
1027;C1112155;;
843;C0024305;;
324;C0009405;;
5649;C3280146;;
2263;C0699791;;
7280;C0038868;;
9839;C0238463;;
2876;C0004352;;
2956;C0024306;;
1292;C1850671;;
25973;C3463824;;
2916;C0699791;;
79600;C0796126;;
2895;C0004352;;
429;C0022336;;
64241;C1328840;;
4609;C0008924;;
7018;C0032463;;
3791;C0410207;;
673;C0235974;;
9215;C1836373;;
2138;C1836373;;
4313;C0162872;;
3845;C0345905;;
3077;C0162566;;
8462;C4722564;;
594;C0751285;;
6654;C1275081;;
1630;C4551964;;
4609;C3463824;;
8573;C0220769;;
2243;C1861172;;
4853;C4048328;;
8924;C0009324;;
5071;C1140680;;
199857;C0751883;;
3480;C0006142;;
1583;C0342474;;
7248;C0005684;;
51196;C0345905;;
5583;C0028754;;
51324;C0001973;;
3746;C0751781;;
9401;C0029463;;
2147;C4551482;;
148789;C1708349;;
338;C0004352;;
50484;C2751319;;
51083;C0006413;;
6010;C1850362;;
6792;C0162635;;
8291;C2673874;;
85366;C0949658;;
6389;C2239176;;
3458;C1857255;;
55800;C0003873;;
8195;C0476089;;
966;C2239176;;
3791;C0587248;;
6790;C0009402;;
6103;C0029456;;
974;C0024305;;
5378;C0376358;;
3848;C0162309;;
55572;C3889474;;
4036;C0376358;;
25939;C0796126;;
7080;C0019569;;
4893;C2676271;;
55036;C4479319;;
51604;C0024790;;
283652;C3805375;;
6532;C0004352;;
84879;C4552100;;
9935;C0025149;;
24140;C0796215;;
64072;C0751254;;
255758;C0038454;;
3630;C0376358;;
8312;C0206624;;
3949;C1961835;;
1021;C0345967;;
55120;C3463824;;
6792;C0036341;;
1778;C4284790;;
23189;C2752061;;
1893;C1850362;;
246329;C0345904;;
6513;C0004943;;
8573;C0028754;;
10395;C1621958;;
5727;C0206686;;
3981;C0342573;;
6495;C0027708;;
10019;C2751324;;
4719;C0023264;;
200403;C0002875;;
3857;C4225209;;
513;C3151147;;
7099;C0279628;;
4613;C0751291;;
2056;C1855371;;
1798;C0751883;;
146059;C1306589;;
8720;C2239176;;
65018;C1961102;;
51135;C0006142;;
2705;C1837154;;
8737;C4015195;;
7517;C0006142;;
8738;C0279702;;
6529;C0917804;;
2815;C1708371;;
1756;C0238198;;
60681;C0028754;;
1387;C4282400;;
1441;C3463824;;
1629;C1263846;;
50937;C3148763;;
894;C0684249;;
7515;C1876203;;
26090;C1836373;;
7849;C2931891;;
4311;C0752124;;
63976;C0036341;;
57468;C0035334;;
5290;C0376358;;
6775;C1856401;;
2263;C0018553;;
861;C0235974;;
57697;C3463824;;
7168;C0004114;;
10736;C0027708;;
5428;C0162674;;
4607;C3809346;;
590;C0268379;;
5604;C2931779;;
1280;C3541456;;
80144;C0265535;;
1829;C0018203;;
1950;C0796074;;
60;C0345904;;
5236;C3888212;;
170302;C1846172;;
860;C0003873;;
7124;C1861172;;
191;C0152013;;
4893;C0376358;;
60529;C0007131;;
1917;C1866282;;
2934;C0029456;;
26047;C0149925;;
2796;C1504412;;
5277;C0752122;;
27077;C0238198;;
53405;C4015050;;
64218;C1112155;;
1947;C0265534;;
1356;C2239176;;
11200;C0024306;;
5621;C0349639;;
6716;C0152013;;
2006;C0175702;;
653509;C1848172;;
999;C2936783;;
4524;C0751587;;
5290;C1863924;;
3207;C4551975;;
4016;C1142166;;
7153;C0006142;;
114902;C0035334;;
6908;C0036341;;
5243;C0015306;;
147912;C1527231;;
6528;C0206698;;
4613;C3179455;;
4308;C1848172;;
841;C0221054;;
3417;C1868720;;
3856;C0279702;;
3458;C0003873;;
6049;C0152018;;
4869;C0265965;;
79659;C0006142;;
10683;C0025237;;
203286;C3645536;;
2033;C1961102;;
6925;C2750451;;
51741;C0376358;;
6160;C0476089;;
3659;C1708349;;
23189;C0587248;;
7039;C1708349;;
2200;C1858556;;
657;C1864730;;
238;C3463824;;
5727;C0006142;;
81704;C3887645;;
5311;C1848862;;
5925;C0206686;;
4851;C0010417;;
3752;C1859995;;
6223;C0751161;;
2212;C0003873;;
3593;C0345904;;
26040;C0006142;;
9563;C0006142;;
55270;C4225160;;
4625;C0023467;;
875;C0751779;;
7403;C0152423;;
9381;C1333990;;
1617;C0003873;;
118856;C0175707;;
70;C1708349;;
7508;C0345904;;
8443;C0752124;;
2321;C0036391;;
2260;C0010278;;
7139;C2676271;;
340061;C0006142;;
9968;C0751084;;
6391;C0030421;;
6935;C4722327;;
8100;C3179349;;
64412;C0345967;;
5530;C0152013;;
1641;C1955870;;
26137;C0152013;;
1471;C0023467;;
8913;C0752123;;
23476;C0751291;;
118;C2239176;;
2189;C0265219;;
1759;C1839071;;
5573;C3179349;;
2072;C0022650;;
916;C0001815;;
10019;C0001815;;
10165;C1510586;;
1475;C0018553;;
6391;C1854336;;
9757;C0345967;;
2138;C1708349;;
2068;C0342793;;
1848;C1621958;;
7518;C1333991;;
6297;C0029459;;
93986;C1969343;;
5604;C0152013;;
7015;C0009402;;
81562;C0279702;;
1297;C0025237;;
118856;C3178806;;
1028;C0476089;;
4724;C0238198;;
23600;C0009402;;
2261;C0036631;;
1557;C3494522;;
113189;C0009081;;
6336;C3645536;;
59341;C0270912;;
1815;C0001973;;
4437;C3809299;;
7015;C0752120;;
4233;C0345904;;
56978;C0751779;;
8842;C0035334;;
5243;C0036341;;
54757;C0087031;;
51501;C1708349;;
8929;C0010346;;
1806;C2239176;;
2175;C0023467;;
7020;C1839564;;
783;C0752121;;
580;C0009405;;
79731;C0175704;;
7048;C4551996;;
7291;C1863389;;
6529;C4721541;;
1141;C0004352;;
55699;C0023264;;
335;C0152013;;
7128;C0019829;;
6556;C0011854;;
596;C0276496;;
999;C3808553;;
5922;C1843181;;
367;C0376358;;
4340;C0001973;;
50943;C0011854;;
2588;C0086652;;
1161;C2936779;;
355;C0994516;;
50484;C0162670;;
220;C1708349;;
1282;C1510586;;
1026;C0019025;;
94;C4707243;;
5781;C1864827;;
51741;C0087031;;
6530;C0008924;;
10329;C0024507;;
1063;C4722327;;
84433;C0393706;;
843;C0002395;;
7456;C3281001;;
3516;C0003873;;
5604;C0152018;;
5728;C0005684;;
6938;C0030044;;
8289;C0006142;;
4524;C0155016;;
22808;C0175704;;
6820;C0376358;;
1947;C1720859;;
6714;C0005684;;
1786;C2931891;;
10021;C0348626;;
158326;C0543859;;
57003;C4748898;;
7399;C0339534;;
60482;C1834703;;
10265;C1876203;;
4694;C1621958;;
3106;C0026654;;
4035;C0023487;;
5970;C0009324;;
51218;C0002395;;
1798;C0029459;;
401474;C1835614;;
10008;C1142166;;
351;C1845903;;
54463;C2752089;;
7124;C0024141;;
7352;C0376358;;
91942;C0023264;;
1621;C2239176;;
5243;C0006142;;
2799;C0002895;;
5236;C0019569;;
100131801;C1850598;;
54809;C0036920;;
8085;C2239176;;
2110;C1856403;;
6340;C1449842;;
3908;C1868120;;
5892;C0206711;;
1230;C2239176;;
713;C0024141;;
50615;C0022650;;
4524;C0018818;;
22854;C0036341;;
6506;C0011860;;
11322;C0009402;;
9445;C0002736;;
2200;C0023467;;
5604;C1140680;;
3553;C1621958;;
55165;C0003873;;
83932;C0033300;;
217;C4225359;;
861;C0393598;;
6678;C1869114;;
90678;C0015625;;
2778;C0042487;;
9681;C0028754;;
2109;C1856405;;
53834;C0235833;;
1804;C1708349;;
84879;C0268151;;
238;C0001973;;
10594;C1621958;;
7827;C1567742;;
55036;C1333991;;
118856;C1845181;;
8643;C0238198;;
6513;C1621958;;
55624;C0036341;;
6229;C4310473;;
1106;C0751779;;
2688;C0001206;;
26227;C0006142;;
4609;C0025149;;
60482;C0042487;;
10653;C1853205;;
1719;C0004352;;
25886;C0011854;;
150094;C2239176;;
5373;C0004352;;
10021;C4551804;;
5251;C3536984;;
3586;C0011854;;
6092;C1834558;;
79648;C0035334;;
10128;C0023264;;
1495;C3179349;;
255928;C0752122;;
857;C0036341;;
1053;C0345904;;
1742;C0036341;;
3845;C0027819;;
1244;C0008312;;
10265;C4551804;;
5290;C0334082;;
2187;C1845292;;
6647;C0342482;;
9839;C0334634;;
811;C1845235;;
3952;C0004352;;
57338;C0009402;;
5896;C0376358;;
5580;C1868675;;
4607;C0700053;;
51083;C0019829;;
208;C0007131;;
1141;C0376358;;
57697;C0023467;;
210;C1868675;;
846;C0752123;;
3481;C0006142;;
6898;C0268490;;
2033;C0476089;;
4842;C0036341;;
11141;C0004352;;
7518;C0020179;;
2006;C0007131;;
7428;C0027708;;
8431;C2239176;;
3077;C2936913;;
4485;C0010346;;
7341;C0752122;;
3875;C0035334;;
10381;C0279702;;
161742;C0027831;;
3047;C0376358;;
2187;C0023467;;
4524;C0036920;;
4353;C0276496;;
2155;C0042487;;
3853;C1706595;;
5243;C2239176;;
5732;C1859648;;
973;C3150751;;
3077;C3281201;;
240;C0279702;;
3295;C0037769;;
5357;C0276496;;
5277;C4551720;;
1545;C1855116;;
9993;C0036341;;
1855;C4225363;;
5781;C0004114;;
51741;C0752122;;
147912;C1866558;;
857;C2675861;;
11113;C3809431;;
2668;C1862941;;
55129;C0752123;;
5336;C4693405;;
8928;C0009402;;
4481;C2239176;;
25942;C1708349;;
2673;C1837091;;
4728;C0345050;;
4286;C0022283;;
58508;C0005684;;
3161;C0003873;;
23474;C2931891;;
5500;C0029458;;
283652;C2676042;;
6310;C1333991;;
111;C0796126;;
7453;C0238463;;
9885;C4084712;;
23322;C4551720;;
57538;C0220697;;
2263;C0279626;;
55572;C0023264;;
4842;C0476089;;
5354;C0334634;;
25973;C0009402;;
34;C0030421;;
5727;C3151617;;
54805;C0036341;;
5376;C0022336;;
255928;C0752121;;
5723;C4551478;;
6609;C0268248;;
5718;C0004352;;
3119;C4552100;;
9526;C0279702;;
6229;C2931850;;
1636;C0334634;;
93426;C0009324;;
26005;C0699791;;
55651;C4012268;;
5019;C0006142;;
5885;C0026764;;
23288;C0007131;;
5194;C2239176;;
5922;C0587248;;
4625;C3645536;;
6714;C0085548;;
3479;C2752041;;
10194;C0008312;;
7274;C3489396;;
5830;C3550693;;
51119;C0027819;;
55704;C1850055;;
59341;C0007785;;
1786;C2750471;;
4353;C0376358;;
5130;C0080178;;
4595;C0020474;;
3815;C0149925;;
875;C0024305;;
2799;C3279843;;
2059;C0007131;;
2892;C1862941;;
3265;C0279702;;
344018;C2676742;;
6997;C3178806;;
3952;C0376358;;
4088;C1836635;;
201163;C0009402;;
3569;C3837958;;
2099;C0149931;;
675;C2675520;;
3483;C1853118;;
2182;C4551952;;
3651;C1833382;;
22808;C0428791;;
7018;C1721007;;
6336;C3276706;;
7019;C1527404;;
673;C0007131;;
4625;C0221054;;
3458;C0002395;;
9210;C0085215;;
773;C3714941;;
4233;C0152013;;
3356;C0028754;;
5160;C4551899;;
6598;C0036391;;
8318;C2239176;;
25942;C4310804;;
196;C0004943;;
3853;C0036341;;
8214;C1708349;;
7248;C0036341;;
163183;C3147083;;
59;C3542922;;
7015;C0265965;;
6608;C1866558;;
8289;C3494522;;
5624;C1861172;;
2592;C0009402;;
114548;C0149925;;
8878;C4310693;;
1621;C0376358;;
2811;C2239176;;
1075;C0346402;;
1123;C1961102;;
596;C0024306;;
2064;C1708349;;
23395;C0011860;;
1956;C0001973;;
894;C0345967;;
56603;C0020480;;
3586;C2936913;;
90411;C4551981;;
6121;C0035334;;
9319;C2239176;;
5092;C0152013;;
2562;C0345905;;
103;C0342482;;
3199;C0268374;;
36;C0751362;;
1577;C0085580;;
1146;C0023467;;
55129;C0752122;;
2896;C0338451;;
1137;C0004352;;
8216;C0339573;;
10273;C0752120;;
3162;C0024141;;
2778;C0028754;;
4089;C1862264;;
1815;C0036341;;
4867;C4551559;;
590;C0152426;;
1027;C1848213;;
25;C0345904;;
84892;C0009324;;
2902;C0001973;;
3043;C0002312;;
1303;C2750850;;
10594;C0038454;;
1285;C1567742;;
25942;C0036069;;
2296;C0339573;;
3557;C0235974;;
1545;C0009402;;
81622;C0004779;;
8220;C4721532;;
51715;C0276496;;
60;C0009363;;
1804;C0008924;;
55717;C0036341;;
675;C0004352;;
6155;C4479424;;
5290;C0700053;;
34;C0028754;;
213;C0038454;;
240;C1843140;;
1649;C1708349;;
7157;C3553606;;
6595;C0265338;;
7381;C2700553;;
3952;C0546264;;
8929;C1849385;;
341640;C1855425;;
51715;C3179349;;
54903;C0028754;;
1719;C0023473;;
4609;C0009402;;
1605;C0152013;;
7124;C0079218;;
4359;C0270911;;
2737;C0220697;;
58508;C0279626;;
5824;C3554002;;
841;C0014522;;
4790;C3501848;;
1026;C1850671;;
79848;C0376358;;
30061;C0345904;;
4026;C0087031;;
2672;C0023487;;
10413;C0027819;;
91147;C0028754;;
650;C0265535;;
7056;C0009363;;
2188;C0268248;;
5594;C0009324;;
368;C0009402;;
8573;C0796250;;
55967;C0268374;;
23111;C0279628;;
894;C1876165;;
5160;C0152423;;
8013;C0039445;;
6926;C0276496;;
79143;C4310673;;
3990;C0752121;;
9711;C0040028;;
147912;C0751161;;
5274;C0036341;;
146059;C0271934;;
51741;C3463824;;
57231;C0024117;;
2779;C0010417;;
375298;C0035334;;
999;C0026654;;
551;C0175695;;
6399;C0013366;;
5538;C2931673;;
8572;C0020074;;
23152;C0752120;;
8443;C0036391;;
6323;C3463992;;
3796;C1961102;;
727897;C1853099;;
2898;C0007131;;
3458;C1860707;;
51473;C3809434;;
3242;C0019202;;
7476;C0029459;;
4313;C1721007;;
5915;C0036920;;
8312;C0476089;;
4297;C0406587;;
7337;C0011854;;
3953;C0009324;;
54970;C1140680;;
79813;C0025149;;
2969;C0175702;;
2911;C0752125;;
10681;C3495427;;
6785;C1842836;;
8028;C0279702;;
168667;C2239176;;
23479;C0001973;;
196;C0028754;;
916;C0751396;;
118429;C0029459;;
627;C0028768;;
6231;C1260899;;
6103;C1844776;;
5058;C0006142;;
8481;C2239176;;
57192;C0033788;;
580;C0346153;;
8314;C0206698;;
50939;C1858080;;
5468;C0345904;;
2200;C0162872;;
477;C0023467;;
55651;C0265965;;
