Entity A;Entity B;;
4609;C2751306;;
79796;C3808184;;
7516;C0006142;;
5002;C0001973;;
4318;C2751322;;
3814;C1708349;;
145873;C0752123;;
51750;C4721952;;
1718;C1510586;;
488;C0036341;;
2052;C0024117;;
7852;C0028754;;
4437;C0036341;;
23426;C4551480;;
2122;C1140680;;
471;C0029456;;
355;C0011854;;
7341;C0008924;;
8314;C0030421;;
9469;C0013366;;
4214;C0006142;;
6905;C4316787;;
158326;C0002395;;
7157;C0345967;;
6792;C0751122;;
1201;C1834207;;
3845;C3463824;;
10815;C1956097;;
378884;C0751781;;
10715;C3551915;;
2492;C3494162;;
9969;C1263846;;
1641;C0022521;;
2664;C3489724;;
728294;C0001973;;
4851;C0345050;;
1146;C4693472;;
6138;C3809888;;
2332;C0410203;;
3952;C0010346;;
6774;C0376329;;
9719;C0432272;;
4318;C1861172;;
10452;C0152013;;
675;C1708349;;
10019;C3463824;;
7169;C0265261;;
473;C0006142;;
6774;C0010346;;
9227;C1837873;;
22995;C1858516;;
6556;C0024796;;
291;C0949658;;
9860;C0236175;;
1836;C0152423;;
5921;C0041409;;
547;C3280168;;
5922;C0023467;;
201163;C1708349;;
6529;C0543859;;
4853;C3837958;;
659;C2931891;;
2065;C0152426;;
57055;C0001973;;
3482;C0751781;;
2299;C0271829;;
23479;C1850718;;
207;C2713442;;
81620;C0152423;;
11154;C0393702;;
5880;C0349639;;
5245;C0152423;;
3248;C0376358;;
5375;C0036341;;
1893;C0752125;;
2353;C0087031;;
80207;C0009402;;
3757;C1142166;;
10370;C3280783;;
3162;C1835817;;
4720;C0023264;;
2737;C0238198;;
64419;C3645536;;
440193;C0345904;;
80184;C0027819;;
64241;C1969115;;
27019;C4317124;;
5158;C1859049;;
4000;C1563706;;
2200;C1869114;;
5781;C1850600;;
2260;C2931196;;
4868;C0011860;;
7020;C4551702;;
137392;C0008924;;
8214;C0345904;;
4869;C0152013;;
4038;C0009324;;
50945;C0008924;;
9152;C0376358;;
3458;C0038325;;
84466;C0036341;;
729920;C1836373;;
9817;C0008312;;
4948;C0268497;;
2184;C0036341;;
8913;C1855115;;
55605;C0235833;;
1286;C0403440;;
4982;C0029456;;
3586;C3837958;;
63976;C0023264;;
7403;C0005684;;
79641;C1510586;;
23474;C0023264;;
1639;C1862941;;
9719;C0025237;;
9915;C0025237;;
3857;C2936837;;
54567;C2931779;;
340419;C0008924;;
4594;C0028754;;
6532;C4310809;;
1281;C0038454;;
55733;C3179349;;
1591;C4721509;;
84665;C0023467;;
1548;C2239176;;
1441;C0023467;;
5444;C0524620;;
5468;C0268251;;
775;C0036341;;
641;C0023467;;
4627;C0008924;;
8803;C0002874;;
4953;C0009402;;
23028;C0007131;;
84314;C2700553;;
117155;C2751811;;
338;C1961102;;
23189;C1621958;;
3481;C3280240;;
7476;C1140680;;
3161;C0023473;;
26160;C0238198;;
2067;C3887949;;
6899;C0265534;;
8242;C0004352;;
6335;C2713442;;
1028;C0036341;;
6716;C2931779;;
3845;C0152423;;
2729;C0036341;;
54796;C0398788;;
1287;C4707243;;
94;C0011860;;
84282;C3150928;;
2717;C0026654;;
158326;C0030044;;
7043;C1836635;;
6324;C1142166;;
324;C0751291;;
81608;C0009402;;
356;C1846545;;
8701;C0022650;;
23476;C2751306;;
2898;C0152013;;
7516;C0149925;;
811;C0028754;;
10370;C1850600;;
2668;C0020179;;
2033;C0276496;;
51428;C0023473;;
51082;C0242387;;
3778;C0279702;;
51604;C3809369;;
6224;C1112155;;
8803;C1850600;;
2353;C3889474;;
1950;C0279702;;
5328;C1449842;;
2774;C0149931;;
4286;C0476089;;
5158;C0035334;;
2693;C0001973;;
60529;C4310769;;
3586;C0751884;;
4043;C3809482;;
4023;C0036341;;
4803;C0004352;;
10555;C0038454;;
5728;C4551479;;
9993;C0175704;;
915;C3809299;;
6655;C0587248;;
158326;C2931832;;
118429;C0026654;;
5978;C0006142;;
580;C0042170;;
23607;C0028754;;
2752;C0028754;;
6928;C1833104;;
3248;C0751883;;
3569;C0011854;;
1050;C2239176;;
1719;C0006142;;
5447;C0238463;;
55780;C1842852;;
210;C0376358;;
151;C4552070;;
5156;C2675897;;
60;C0038454;;
2316;C0010278;;
6041;C0035334;;
10381;C1140680;;
4780;C0007131;;
9464;C0006142;;
2707;C0079153;;
8915;C1112155;;
7133;C0011860;;
1545;C0006142;;
1184;C0733682;;
471;C0948008;;
4613;C0036341;;
3977;C0376358;;
8195;C0031511;;
80347;C0004352;;
3418;C0004352;;
79600;C1708349;;
2774;C2239176;;
7054;C3501844;;
472;C4722327;;
4695;C1840560;;
57609;C1858361;;
5795;C0476089;;
8085;C0752120;;
5800;C0345904;;
5770;C1720956;;
1409;C3888098;;
596;C0036391;;
2705;C0009402;;
11200;C4721532;;
5328;C1800706;;
5521;C0752120;;
6928;C1848213;;
9759;C3536797;;
1030;C0006142;;
547;C0007131;;
3875;C0279702;;
4851;C0279626;;
140032;C1839071;;
208;C2931822;;
2316;C4721509;;
26249;C1449843;;
3481;C0026654;;
25778;C0521619;;
3654;C0003873;;
2253;C1876203;;
710;C0019243;;
2110;C1856405;;
3339;C0013366;;
6261;C0410203;;
2348;C1140680;;
4091;C4551902;;
26511;C0023467;;
5156;C0004114;;
240;C0003873;;
3356;C0152426;;
412;C0796117;;
3162;C0024117;;
5500;C0587248;;
640;C3150618;;
25792;C0376358;;
2558;C0001973;;
593;C4551804;;
4099;C0751884;;
3586;C0004352;;
29925;C0410174;;
1956;C0004352;;
2592;C4551902;;
2100;C0004114;;
138050;C0086650;;
2261;C0152423;;
5728;C0006142;;
83879;C4722327;;
145226;C1621920;;
54551;C0004352;;
4758;C0751779;;
60;C2239176;;
79718;C0345967;;
6875;C4014449;;
51750;C3808802;;
23522;C0029456;;
152137;C1843895;;
11093;C3536797;;
23043;C0036341;;
2645;C2931832;;
2099;C0004114;;
6311;C0752120;;
2200;C1449563;;
440193;C0025149;;
7248;C0028326;;
23040;C4539811;;
9839;C0268621;;
773;C0752121;;
718;C2239176;;
2778;C1837187;;
6591;C0079661;;
2645;C2931833;;
3569;C1834207;;
1750;C2931019;;
871;C0729264;;
6928;C3806711;;
4208;C1510586;;
4774;C4478940;;
7941;C0020523;;
7084;C0345967;;
5327;C1861172;;
23322;C0431399;;
6506;C0543859;;
29954;C0410174;;
1499;C0023264;;
1605;C4284790;;
580;C1333990;;
1778;C0238463;;
2077;C0003873;;
5144;C0002895;;
7020;C1970479;;
79944;C1850600;;
6690;C1720860;;
2053;C1510586;;
8643;C0026654;;
1026;C1841651;;
2717;C4310714;;
2673;C0476089;;
1105;C0393598;;
54463;C2751092;;
2720;C0036391;;
540;C0005684;;
25778;C0004352;;
22948;C0011860;;
79796;C0029459;;
5445;C0013364;;
149233;C0010346;;
26090;C0035334;;
79983;C0085215;;
1759;C1260899;;
2316;C1868720;;
6337;C0010674;;
8803;C1850597;;
958;C0345967;;
3663;C2239176;;
7862;C0376358;;
2668;C0036341;;
2157;C0013366;;
10734;C0343073;;
5925;C0027708;;
23395;C0036341;;
57817;C0002875;;
4524;C3160733;;
124590;C0024141;;
55163;C0345904;;
2908;C0009324;;
4929;C0009402;;
7124;C0276496;;
7453;C3501843;;
79731;C2931891;;
54538;C0002395;;
213;C1835614;;
51259;C3714506;;
2778;C2751544;;
208;C2931082;;
238;C1837154;;
6103;C0042487;;
55112;C0024507;;
2146;C2700553;;
6654;C0175704;;
5604;C0004352;;
56603;C0279626;;
6611;C3278156;;
5781;C0345905;;
3569;C0023487;;
11216;C0264886;;
1282;C1858991;;
773;C0206368;;
3952;C1846010;;
11200;C0023467;;
8216;C0587248;;
54982;C0751781;;
3569;C0270724;;
3852;C0406811;;
57104;C1449563;;
472;C0010481;;
1545;C1800706;;
356;C0026764;;
735;C0006142;;
2690;C0009402;;
6335;C0029456;;
6017;C0035334;;
5054;C4551630;;
999;C0028754;;
6608;C0751434;;
1509;C1864670;;
2099;C1609433;;
773;C4011754;;
7490;C0006142;;
4353;C0035334;;
1107;C0376358;;
324;C1621958;;
10735;C0023487;;
51082;C0476089;;
254065;C0796250;;
6628;C0432272;;
51651;C0038454;;
255928;C0752124;;
55670;C0279626;;
4851;C0334634;;
60506;C0349639;;
3861;C0393591;;
6530;C0001973;;
4914;C0027819;;
8036;C2931822;;
7124;C0029458;;
54805;C3501891;;
9719;C4551479;;
4261;C0032914;;
7249;C0004352;;
1535;C1844376;;
7372;C0005283;;
79827;C3551173;;
54880;C0027708;;
284058;C1860789;;
1956;C1140680;;
84942;C4551772;;
2074;C1263846;;
3759;C1631597;;
3875;C0027122;;
54880;C0003873;;
26281;C3810359;;
5309;C0543859;;
1588;C0796160;;
1892;C0751748;;
3717;C0010346;;
55280;C0752120;;
783;C2748542;;
57817;C0005283;;
55252;C0005684;;
4524;C0001973;;
2202;C3280168;;
11235;C1864040;;
9990;C0795950;;
3659;C0023467;;
7040;C2239176;;
10413;C0279626;;
5445;C0745103;;
1140;C0026010;;
10413;C0587248;;
5243;C0023467;;
51098;C0152423;;
2099;C3714506;;
240;C0006142;;
3490;C1850597;;
2316;C1832950;;
617;C1850598;;
4513;C0027819;;
7018;C0001973;;
1281;C0238288;;
1028;C1856184;;
1786;C0751291;;
80169;C0007131;;
841;C0009081;;
368;C2239176;;
5190;C0043459;;
5336;C0276496;;
23152;C0029456;;
8091;C0796160;;
1956;C0025149;;
3815;C0042487;;
1535;C0268623;;
83990;C3810212;;
6497;C4551479;;
10397;C0345904;;
2052;C1961102;;
60495;C0276496;;
11093;C1850597;;
11235;C3550234;;
4846;C0751036;;
790;C0220704;;
6616;C0751883;;
5160;C0006142;;
2584;C0268151;;
2260;C0036341;;
3265;C4011754;;
169792;C1832600;;
4089;C0345905;;
7200;C0027404;;
650;C4693481;;
4088;C0087031;;
1123;C0994516;;
39;C0035334;;
5080;C0011860;;
2548;C0035334;;
2201;C4707243;;
1742;C0001973;;
27185;C0023467;;
2784;C2750887;;
6497;C1708349;;
4313;C0029463;;
7486;C4310721;;
3691;C0011860;;
10459;C0265219;;
359;C0162283;;
3848;C2936837;;
58;C2750537;;
7450;C1282974;;
85478;C3809701;;
1282;C0149931;;
51204;C1850600;;
19;C0745103;;
341640;C0006142;;
7299;C0036341;;
7372;C0029456;;
6532;C0036341;;
931;C0334082;;
34;C0700053;;
4036;C0004352;;
9180;C0279702;;
867;C3463824;;
6455;C0023467;;
8289;C0009324;;
3569;C1858558;;
6347;C0152426;;
11178;C0238463;;
4534;C1834558;;
7036;C0002875;;
6237;C0003873;;
4722;C1708349;;
10516;C0376358;;
56603;C1850792;;
9276;C0264080;;
5444;C0543859;;
8048;C0152013;;
9935;C1623209;;
5889;C0015625;;
56616;C0020179;;
5445;C3553656;;
11200;C0009402;;
10765;C0376358;;
200403;C0036920;;
9570;C0751781;;
1605;C0457133;;
3908;C0036341;;
5741;C0032897;;
659;C1843181;;
3082;C2239176;;
4728;C0265357;;
1639;C1609433;;
11200;C2239176;;
1027;C4722327;;
5243;C0796012;;
9786;C0024507;;
64135;C0079301;;
5993;C1859536;;
6323;C1510586;;
4000;C1720861;;
402381;C0085215;;
5444;C0003873;;
6237;C3501846;;
6497;C0279702;;
55572;C2751811;;
1786;C1708349;;
348;C3806711;;
396;C0038454;;
340419;C0279702;;
153241;C1876165;;
3861;C0022283;;
1758;C3809104;;
10019;C2931833;;
2475;C0006142;;
2784;C1848172;;
54205;C1850600;;
57539;C0010278;;
1297;C0013366;;
5925;C4707243;;
7512;C0009402;;
4089;C0345967;;
1499;C0206686;;
867;C0010417;;
5443;C0751122;;
5293;C0376358;;
7280;C0268281;;
71;C4722330;;
3777;C0038454;;
1641;C0265219;;
4854;C0152013;;
3586;C0001973;;
9817;C3501846;;
3162;C0028754;;
55906;C1850597;;
10939;C0752121;;
7124;C0006142;;
9180;C0345967;;
164045;C0085215;;
8284;C0036341;;
80184;C0001973;;
2138;C0752123;;
7431;C3501844;;
2146;C1168401;;
1861;C0026654;;
4163;C0032580;;
3559;C0279702;;
7424;C4747769;;
4647;C1568248;;
93;C0020514;;
1610;C0004352;;
1950;C0001973;;
7124;C1862941;;
26227;C4015424;;
5053;C3837958;;
2475;C2239176;;
7015;C4721509;;
80821;C0700053;;
7133;C0028754;;
57492;C1848640;;
4093;C3151058;;
51204;C1263846;;
253017;C0340485;;
4208;C1862941;;
112609;C0032897;;
847;C4721845;;
5824;C4721541;;
1909;C0265535;;
2668;C1868675;;
3569;C0345967;;
9896;C3280168;;
220296;C0006142;;
440;C0004352;;
83483;C2239176;;
7516;C4310651;;
1892;C0001973;;
6497;C0265227;;
11093;C1956258;;
56945;C0036069;;
71;C0029456;;
201163;C0006142;;
6598;C1836326;;
7358;C0345904;;
3162;C1112486;;
10020;C1096902;;
9289;C0029459;;
3679;C1263858;;
2308;C0376358;;
93986;C0004352;;
5604;C4551484;;
81794;C1843181;;
1806;C0009405;;
9702;C3279843;;
6712;C4539824;;
5160;C1835614;;
3651;C0079770;;
39;C0376358;;
6774;C4048328;;
9409;C0043459;;
8242;C0005684;;
356;C0376358;;
6224;C2936783;;
30008;C0376358;;
6833;C4551484;;
80184;C1970161;;
8216;C0006142;;
57231;C0036341;;
54790;C0006142;;
2720;C3541456;;
9131;C0011854;;
89891;C0036069;;
9289;C0276496;;
1471;C1862939;;
23569;C0009081;;
6622;C0005684;;
240;C1140680;;
4128;C0001973;;
8943;C0917800;;
8036;C1527404;;
84634;C0030044;;
4851;C2931779;;
1200;C1850600;;
4282;C0752123;;
258;C0005396;;
26047;C0026654;;
2778;C1449843;;
5241;C0085298;;
2299;C0376358;;
5034;C1834558;;
207;C0007131;;
999;C0003873;;
79813;C0751291;;
5879;C1319466;;
3791;C0152013;;
7280;C0087031;;
57231;C0752125;;
80821;C1510586;;
83605;C2919945;;
931;C3150740;;
581;C0376358;;
8289;C0206698;;
3710;C3837958;;
182;C0026654;;
4609;C2239176;;
5147;C0238198;;
27185;C0006142;;
2018;C0036341;;
875;C0024796;;
7547;C4707243;;
2911;C1263846;;
54567;C1835493;;
9663;C0085576;;
7291;C0220658;;
1789;C0276496;;
375790;C1850792;;
2018;C1708349;;
2322;C0023487;;
5621;C1708349;;
916;C2700553;;
79001;C0376358;;
6786;C0342384;;
140628;C2700553;;
54463;C0020072;;
3717;C1096902;;
3785;C0270851;;
5836;C2239176;;
5034;C1850598;;
7080;C1708349;;
8220;C0276496;;
175;C0036341;;
8289;C0027708;;
7157;C0279628;;
182;C4551509;;
10319;C0376358;;
3977;C2239176;;
2263;C1961102;;
712;C1862939;;
554;C0162283;;
5915;C0027819;;
7253;C4722330;;
6327;C2748542;;
355;C0279702;;
4714;C1838979;;
9968;C0206686;;
2736;C3179349;;
1906;C4552100;;
658;C3536984;;
6768;C0340803;;
217;C0024141;;
3115;C4048328;;
7048;C0238198;;
22808;C0587248;;
4322;C0011860;;
7518;C1333990;;
401474;C0917800;;
57502;C1845334;;
207;C0032580;;
4148;C0268128;;
242;C1140680;;
6934;C0036341;;
1184;C0175704;;
4724;C2748542;;
916;C4551952;;
57822;C0008924;;
595;C0036341;;
9817;C4015050;;
388552;C0036341;;
3588;C0009324;;
5500;C1843181;;
6135;C0376358;;
9469;C1868569;;
5832;C1449563;;
6678;C0009402;;
2562;C1708349;;
3077;C0009324;;
4722;C0008924;;
1028;C0027708;;
203;C0334634;;
2056;C0009405;;
2303;C0039685;;
2690;C0036920;;
721;C0004352;;
1294;C0206698;;
23676;C3541456;;
2131;C0029463;;
2778;C0009402;;
5925;C1956258;;
894;C0036341;;
3559;C0001973;;
7430;C1708349;;
3815;C2239176;;
4081;C0266470;;
1277;C0028326;;
3242;C4551720;;
6010;C0035334;;
51300;C1855794;;
8671;C0152013;;
1786;C0376358;;
27077;C3714506;;
841;C0007131;;
54551;C1704417;;
8929;C3275495;;
89780;C0019569;;
2903;C0004352;;
10155;C0003873;;
200403;C0752122;;
1589;C0276496;;
9409;C0752122;;
2312;C0079584;;
845;C0340485;;
3082;C0004114;;
171023;C0349639;;
83605;C1862941;;
7450;C1848561;;
182;C4707243;;
1137;C0001973;;
120892;C1864205;;
4763;C4721532;;
84662;C1969092;;
22808;C0036341;;
1512;C0011854;;
23400;C0751383;;
2253;C3536797;;
3691;C0007131;;
1636;C0032914;;
93986;C3463824;;
2516;C0752122;;
4747;C1510586;;
29072;C1708349;;
1356;C0011854;;
51741;C0752124;;
2100;C0751883;;
5310;C0085413;;
7535;C0008312;;
6528;C0376358;;
63924;C0010278;;
3192;C1510586;;
57670;C0004352;;
308;C0006142;;
26160;C0024507;;
581;C0276496;;
79738;C2936862;;
81608;C0206141;;
55572;C4722327;;
60506;C1850362;;
10019;C0023467;;
93426;C4310782;;
4313;C3501846;;
2558;C1168401;;
5350;C3151265;;
169792;C3837958;;
80704;C0023264;;
8802;C1708349;;
5925;C0036920;;
773;C0009324;;
368;C1867450;;
4193;C0376358;;
8085;C0036341;;
5376;C0270912;;
84818;C0175704;;
1028;C0175693;;
51098;C0279626;;
4233;C0279702;;
1786;C0025149;;
53904;C0001973;;
2353;C1862941;;
5894;C0345967;;
7280;C0376329;;
3458;C0751383;;
8443;C0265534;;
7476;C1862941;;
7515;C0079153;;
5191;C1855079;;
2202;C0006142;;
1832;C0036341;;
4093;C4552070;;
1742;C0175702;;
2729;C2239176;;
3679;C0887850;;
10555;C0006142;;
7450;C0684337;;
2903;C0752347;;
23345;C0024507;;
367;C3496337;;
3119;C3837958;;
387;C0002395;;
57192;C0268226;;
284058;C1140680;;
53947;C1843181;;
7248;C0751781;;
1312;C0175695;;
91039;C0036341;;
2182;C2239176;;
401474;C0751122;;
56616;C0015625;;
5921;C0175704;;
2643;C0036341;;
4724;C0028754;;
2157;C2239176;;
4524;C0024305;;
999;C3280479;;
7372;C0009402;;
170302;C0015625;;
8626;C0029456;;
26005;C0026363;;
2812;C2751763;;
695;C0006142;;
311;C0036202;;
3082;C0023467;;
2057;C0006142;;
2775;C2239176;;
7474;C1800706;;
4609;C0036341;;
4233;C0004352;;
147372;C1850056;;
5244;C1835614;;
2146;C4551902;;
5788;C2700553;;
8915;C0006142;;
115650;C3714580;;
9928;C0019569;;
5444;C1862941;;
3955;C0265343;;
4624;C3495498;;
4893;C0027819;;
2099;C1800706;;
1108;C0004352;;
779;C2749982;;
5241;C0006142;;
387;C0238198;;
267012;C0036341;;
124590;C1848640;;
3340;C4722327;;
9757;C0376358;;
3791;C0042487;;
673;C0238463;;
4624;C0700053;;
51135;C1449563;;
4758;C0011860;;
4538;C0036341;;
79728;C0393538;;
4524;C0005684;;
3586;C0340485;;
4000;C0079770;;
29089;C3463824;;
673;C0699791;;
55213;C2239176;;
51738;C0009324;;
1050;C0001973;;
27019;C4551720;;
355;C0004352;;
3918;C0268374;;
51741;C0036341;;
5444;C0036341;;
2131;C0087031;;
55036;C0265338;;
1909;C1858679;;
5243;C1848554;;
7374;C3553932;;
55210;C0345904;;
545;C0348626;;
5914;C0023264;;
2321;C0006142;;
4688;C0003873;;
27030;C1333991;;
2815;C1868569;;
2131;C0004352;;
56997;C3551954;;
3586;C0079301;;
4143;C1847720;;
3630;C0152426;;
6948;C0029463;;
3566;C0752124;;
10194;C0036341;;
2516;C1140680;;
3972;C1504412;;
2892;C0036341;;
9817;C0007131;;
440193;C0752124;;
1280;C0024306;;
8036;C0041409;;
6774;C4551899;;
92335;C3179455;;
1956;C0376358;;
2773;C1140680;;
6591;C0345905;;
5468;C0376358;;
6399;C3554004;;
4990;C1859773;;
1387;C0015625;;
1956;C0032580;;
3691;C0376358;;
2072;C0376358;;
2099;C3540844;;
2122;C0006142;;
23512;C0476089;;
51196;C3714506;;
80055;C4014343;;
10320;C3837958;;
11315;C1450052;;
4352;C3463824;;
1282;C1855868;;
2779;C0029459;;
3759;C2750061;;
8243;C4551851;;
7039;C1112155;;
3955;C1837549;;
7097;C0003873;;
91147;C3714506;;
2153;C0038454;;
1280;C4520892;;
10683;C1853296;;
348;C1704417;;
11151;C2700553;;
26137;C1708349;;
2260;C0149925;;
3815;C1112486;;
57152;C2748542;;
1736;C0029456;;
2260;C0221356;;
857;C1720859;;
4534;C0042487;;
1565;C0036341;;
729238;C4721508;;
4683;C1112155;;
55112;C0036069;;
1586;C2239176;;
9759;C4552070;;
55165;C2673885;;
136647;C4083251;;
847;C4748348;;
1021;C0003873;;
84300;C4014408;;
51741;C0002875;;
210;C0279702;;
84529;C0271934;;
5243;C2931009;;
368;C0376359;;
1962;C0376358;;
84992;C1853205;;
51057;C3150127;;
55784;C0036341;;
2057;C0003873;;
5624;C0028754;;
64419;C0410203;;
10846;C0001973;;
5950;C1708349;;
9851;C4310701;;
181;C0025286;;
27241;C0268623;;
57190;C3645536;;
324;C0282160;;
374393;C0279702;;
8289;C1861829;;
1621;C0342687;;
2670;C0476089;;
8120;C4310637;;
1825;C0035334;;
2010;C1720859;;
3481;C0206624;;
4914;C0028326;;
80184;C2936862;;
83605;C4551484;;
8943;C4310746;;
8675;C0003873;;
5582;C0079770;;
55217;C0004352;;
10280;C4479599;;
5594;C0398650;;
3356;C0004352;;
212;C2677889;;
675;C0235974;;
79728;C1833382;;
7403;C0025149;;
23345;C0036341;;
4093;C1969343;;
54583;C0334082;;
5885;C1721007;;
60528;C0376358;;
3675;C0028754;;
3593;C1961102;;
57231;C0752120;;
8842;C1864851;;
8036;C4551602;;
9126;C1853099;;
10459;C0004352;;
4524;C0009081;;
128637;C0085215;;
100;C0004352;;
154;C0028754;;
4437;C0271979;;
6709;C3150731;;
498;C0276496;;
6095;C1142166;;
9150;C0036341;;
6532;C2936913;;
1499;C0007131;;
129880;C2936862;;
5925;C1449563;;
1674;C0235833;;
11093;C3554656;;
3643;C4551898;;
2157;C0042487;;
1586;C0376358;;
11141;C0796241;;
4609;C0268281;;
8243;C0036341;;
6347;C0028754;;
11005;C0376358;;
5243;C1961102;;
2563;C0036341;;
116369;C0036341;;
6389;C0020608;;
23175;C0376358;;
259266;C0007131;;
1475;C2239176;;
4137;C1868675;;
3596;C0036341;;
174;C0345904;;
282809;C0004352;;
83605;C3179349;;
324;C0012236;;
4853;C3151037;;
57502;C0010346;;
627;C0029463;;
23742;C0032897;;
84100;C2936862;;
8100;C0345904;;
5295;C0001973;;
6928;C0279702;;
344018;C0042487;;
3082;C1842342;;
3909;C3178806;;
4719;C0036341;;
4091;C1867450;;
6323;C0393702;;
604;C0752125;;
7042;C1836635;;
6605;C0028326;;
5159;C4551624;;
79944;C2746066;;
79991;C0036341;;
4204;C0009405;;
3586;C2930878;;
3572;C2931891;;
4358;C0022283;;
1811;C0009324;;
51259;C0431399;;
64780;C4551957;;
3077;C0376358;;
3557;C0003873;;
2176;C0023467;;
64220;C2677362;;
55870;C0036341;;
54768;C1837615;;
4010;C0205713;;
4318;C0026654;;
3082;C0004763;;
4094;C0009402;;
3569;C0029459;;
1636;C0268247;;
5649;C0276496;;
55717;C1857809;;
55636;C0038454;;
2022;C0241908;;
5830;C4721541;;
5771;C0003873;;
4233;C0004763;;
8100;C0011860;;
5978;C2751630;;
23600;C0376358;;
6091;C2239176;;
7157;C0175702;;
4728;C0011854;;
2531;C1848640;;
1180;C0238357;;
596;C4721532;;
3981;C1865370;;
1123;C1623209;;
51218;C4225425;;
590;C0002395;;
7048;C0162872;;
2146;C0019202;;
56603;C2931891;;
5604;C0028326;;
1184;C0342474;;
10293;C0342573;;
7450;C0162568;;
11141;C0796206;;
1387;C3468041;;
285848;C0020758;;
23152;C1263846;;
3949;C0027708;;
23607;C0002395;;
58508;C0079770;;
4878;C1862939;;
7019;C2931673;;
2668;C0014474;;
3123;C0009402;;
462;C0042487;;
10329;C0457133;;
1140;C3809369;;
672;C0162670;;
10743;C0028754;;
203286;C0037221;;
1462;C3489724;;
5781;C0027819;;
1723;C4551484;;
23581;C4310621;;
5192;C3553947;;
3630;C0011860;;
4723;C1850598;;
2799;C3888316;;
11236;C0752121;;
4609;C3501846;;
8924;C0032897;;
6660;C0036341;;
54880;C0023467;;
6654;C0587248;;
24137;C0376358;;
10519;C0376358;;
161742;C2931426;;
50617;C1704380;;
7132;C0011860;;
6528;C0345905;;
123016;C3150715;;
4729;C1850597;;
1140;C4225373;;
2475;C4048328;;
2657;C0265357;;
1281;C0948008;;
2475;C0410207;;
93426;C0026654;;
124093;C3645536;;
5727;C0036341;;
2516;C0085215;;
9750;C0342384;;
115650;C0085215;;
4780;C0282160;;
4582;C0345967;;
894;C3494162;;
5443;C3489724;;
729;C2676232;;
23405;C1867234;;
7681;C0004352;;
7399;C0028754;;
581;C0036341;;
25973;C0026764;;
5130;C0036341;;
1548;C1850362;;
5915;C2239176;;
6323;C0917800;;
716;C0677607;;
3356;C0024117;;
4920;C0028754;;
6513;C0155016;;
3394;C0029463;;
6862;C0007131;;
10939;C0751781;;
2784;C0011860;;
2296;C2239176;;
9993;C0012236;;
1282;C3495488;;
2064;C2931822;;
1813;C0001973;;
5371;C0009402;;
847;C0036341;;
27030;C0342276;;
9837;C0003873;;
7157;C3151433;;
5915;C1708349;;
1959;C0004352;;
7020;C1837342;;
781;C2748542;;
79258;C0008924;;
2033;C1856401;;
7200;C2931822;;
26585;C1846545;;
255928;C0035334;;
5155;C2239176;;
7018;C0011854;;
7137;C0004352;;
3718;C1260899;;
6532;C0026010;;
3593;C0005684;;
57680;C0004352;;
4683;C0149931;;
2064;C0751291;;
1106;C1510586;;
79644;C0376329;;
4552;C0241908;;
23474;C2676235;;
1285;C0011860;;
6657;C0005684;;
604;C1148551;;
91147;C0752166;;
4353;C0040517;;
22948;C0006142;;
3418;C1168401;;
783;C0376358;;
23732;C0476089;;
6834;C0268237;;
2200;C0476089;;
9719;C0013366;;
59345;C0152013;;
3123;C0024306;;
351;C0085580;;
57572;C0001973;;
7297;C1140680;;
843;C0024306;;
9759;C0028754;;
7167;C0002395;;
8120;C3714506;;
5654;C0019069;;
23224;C0751337;;
7132;C0345904;;
6218;C2717876;;
5373;C4317224;;
57055;C1839071;;
3490;C0006142;;
7482;C1299884;;
5649;C0011860;;
5429;C1858991;;
604;C0265535;;
55621;C4749033;;
6311;C0004352;;
4524;C0030044;;
6165;C1260899;;
23092;C0431399;;
55904;C4225275;;
8091;C0175693;;
207;C0028754;;
5728;C2749757;;
80184;C0752166;;
5144;C0376358;;
2131;C0751883;;
54894;C0242343;;
84662;C0349639;;
1646;C3151303;;
3047;C1841621;;
24137;C2239176;;
4669;C0087031;;
308;C0019202;;
7099;C0036341;;
8313;C1832977;;
7124;C3463824;;
7040;C1136043;;
4488;C1140680;;
2936;C1838429;;
351;C0006142;;
4233;C1856403;;
7381;C3554606;;
5781;C1843181;;
595;C0009402;;
2316;C1845546;;
50964;C1619700;;
8754;C0376358;;
8100;C0238198;;
55636;C2020284;;
6647;C0339573;;
8802;C1850598;;
8318;C0008312;;
6521;C0587248;;
4763;C1510586;;
6712;C0345904;;
8289;C3550693;;
6529;C0751883;;
51082;C4707243;;
27241;C0010278;;
2815;C1856448;;
7535;C0276496;;
2109;C1856401;;
5830;C0043459;;
6620;C0036341;;
375790;C0432272;;
23171;C1142166;;
2898;C1970479;;
4841;C0027708;;
5795;C0009405;;
2022;C0010674;;
899;C0015625;;
26154;C1848599;;
10262;C0152423;;
3659;C0001973;;
3553;C0162672;;
23592;C0152423;;
9320;C1510586;;
1141;C1263846;;
4524;C0003873;;
3162;C0345904;;
274;C0002395;;
3766;C0376358;;
84131;C0410203;;
338;C0026654;;
3123;C1168401;;
51744;C1621958;;
6925;C0752347;;
10512;C0041207;;
7051;C0752347;;
10717;C3279738;;
5654;C0751587;;
8021;C4551479;;
10002;C0009324;;
2904;C0001973;;
5310;C2751306;;
1804;C1510586;;
7157;C0007131;;
5052;C0019569;;
5395;C0476089;;
1410;C0009324;;
