Nr;Entity A;Entity B;BMA_Seco2004;BMA_Resnik1995;simGIC_Seco2004;simGIC_Resnik1995;MAX_Seco2004;MAX_Resnik1995;Label
128;191;C0268621;0.5185110763329719;0.28158139520646636;0.2035250920082658;0.21001527085702537;1.0;0.7830961311649846;1
129;191;C1847720;0.5217874786624304;0.2991983024816814;0.17270398305106005;0.19033720825764378;1.0;0.7830961311649846;1
130;196;C0003873;0.17030167405551605;0.11198536417255991;0.04276422921173326;0.047497132852854014;0.34802559709274894;0.2290529600013082;1
131;196;C0004943;0.43915959617839495;0.2533951341354029;0.14992691735495214;0.1399440673819119;1.0;0.4915751201634577;1
132;196;C0006142;0.31278322445367196;0.10413352965255868;0.010413355570271078;0.007120143837923774;0.6608195189081659;0.16702383092000184;1
133;196;C0028754;0.4160876491841677;0.1676984161575954;0.05796249365853232;0.044226678347403084;0.9321639037816332;0.4371605223014966;1
134;196;C0152013;0.3335599890052579;0.09819057295146995;0.018742176778309097;0.008790709251929074;0.9321639037816332;0.2243549180227552;1
135;196;C0345904;0.31668198545127757;0.13697960448956775;0.011745210888510415;0.008550859443907852;0.6608195189081659;0.24715403906859876;1
136;196;C0376358;0.3643352048889619;0.1428135433025492;0.026302069038674315;0.024246925837989666;0.6608195189081659;0.3071498225619163;1
137;196;C1708349;0.30836808188107967;0.15741519372294854;0.041429061655693045;0.03973175156904135;0.6608195189081659;0.273876784394326;1
